X Y Z Label
-5.93988 -5.51387 -6.05921 0.00000
-5.06268 -4.04486 -5.98573 0.00000
-4.49595 -5.53026 -5.79287 0.00000
-5.10703 -6.03524 -5.55365 0.00000
-6.19788 -3.03527 -4.96474 0.00000
-5.69973 -4.78602 -5.11233 0.00000
-5.22097 -4.38583 -4.24249 0.00000
-5.53050 -5.57582 -5.27505 0.00000
-7.30192 -6.51519 -3.63313 0.00000
-3.35503 -5.24904 -4.42344 0.00000
-4.68875 -1.92112 -3.88043 0.00000
-5.12792 -5.95554 -6.60645 0.00000
-4.79654 -5.75635 -6.42225 0.00000
-5.64657 -6.08155 -3.31286 0.00000
-4.11836 -5.00797 -3.52006 0.00000
-4.92263 -5.86128 -3.47688 0.00000
-4.46109 -6.03725 -5.19034 0.00000
-5.87562 -6.38280 -4.07382 0.00000
-3.09058 -6.39857 -4.43703 0.00000
-5.65064 -5.48713 -5.59239 0.00000
-5.86399 -4.95148 -5.83095 0.00000
-4.72954 -5.05024 -5.23895 0.00000
-5.90756 -5.57677 -4.24461 0.00000
-4.49908 -5.97756 -4.90067 0.00000
-4.24861 -6.66941 -4.45664 0.00000
-5.66262 -4.42940 -5.76326 0.00000
-6.80488 -6.62754 -4.95192 0.00000
-4.74028 -5.90432 -4.36141 0.00000
-6.66152 -5.06608 -6.21102 0.00000
-5.65184 -4.95260 -5.86041 0.00000
-5.38456 -3.99371 -5.57689 0.00000
-4.16431 -6.12971 -4.47020 0.00000
-3.55843 -7.47164 -5.79690 0.00000
-4.42293 -5.20305 -4.62885 0.00000
-5.60399 -4.91341 -5.15568 0.00000
-3.83222 -4.74558 -4.66240 0.00000
-5.41188 -5.48761 -5.43256 0.00000
-4.60555 -5.42098 -4.71023 0.00000
-2.92460 -4.12888 -5.32602 0.00000
-3.79879 -5.40808 -7.03812 0.00000
-6.00809 -6.87079 -5.35151 0.00000
-4.98158 -3.32356 -4.67307 0.00000
-5.21910 -4.17059 -7.21114 0.00000
-4.76439 -4.22913 -6.47859 0.00000
-3.85625 -4.66150 -5.41529 0.00000
-4.36722 -2.72931 -4.81813 0.00000
-4.75178 -5.45936 -5.84984 0.00000
-4.16966 -5.85608 -4.92843 0.00000
-5.47766 -4.52102 -4.66634 0.00000
-3.96246 -5.51002 -5.26987 0.00000
-5.97876 -5.44429 -4.62270 0.00000
-4.24301 -5.92217 -4.13039 0.00000
-3.64436 -4.58657 -3.12320 0.00000
-5.77379 -6.24465 -6.77872 0.00000
-3.50396 -4.34563 -5.05558 0.00000
-4.72003 -6.12549 -2.55425 0.00000
-4.87078 -4.89061 -4.27423 0.00000
-4.51899 -4.77612 -5.79047 0.00000
-4.52853 -3.11798 -3.65458 0.00000
-3.40681 -5.51122 -5.98960 0.00000
-5.12579 -4.94428 -3.90581 0.00000
-6.69246 -3.47045 -5.15801 0.00000
-5.42688 -6.01210 -6.65486 0.00000
-4.17683 -4.92668 -6.28996 0.00000
-6.29508 -5.33578 -3.33098 0.00000
-5.25959 -6.50314 -5.24574 0.00000
-5.27272 -7.69689 -5.05429 0.00000
-5.23093 -4.30379 -3.15104 0.00000
-3.87343 -5.26889 -6.10653 0.00000
-2.42664 -4.94078 -4.98607 0.00000
-5.02413 -4.80192 -5.14436 0.00000
-5.57366 -5.54686 -5.03275 0.00000
-5.54342 -5.71285 -4.89357 0.00000
-5.25498 -3.49601 -7.65097 0.00000
-3.90849 -3.75391 -7.07339 0.00000
-5.34269 -5.37144 -6.40751 0.00000
-5.77782 -6.11058 -3.24773 0.00000
-4.06432 -3.72844 -4.27833 0.00000
-6.12905 -5.52452 -4.51063 0.00000
-6.22213 -4.28700 -5.24033 0.00000
-5.37482 -4.28904 -4.55574 0.00000
-5.36097 -3.84067 -6.08106 0.00000
-4.38406 -4.40690 -5.30955 0.00000
-4.67387 -6.25111 -4.07597 0.00000
-5.18490 -5.52272 -3.95099 0.00000
-5.70434 -6.40846 -6.55663 0.00000
-4.39399 -6.28043 -3.24521 0.00000
-7.08193 -3.30354 -4.78898 0.00000
-5.09671 -5.54492 -4.60086 0.00000
-5.03763 -3.89670 -4.88577 0.00000
-4.84970 -5.36361 -5.05695 0.00000
-4.69220 -6.71017 -6.34819 0.00000
-4.25674 -4.82913 -5.18398 0.00000
-4.98157 -4.65242 -5.53976 0.00000
-5.77830 -4.80415 -5.97837 0.00000
-4.59175 -6.70258 -3.97084 0.00000
-4.52740 -4.74397 -4.01731 0.00000
-3.33453 -3.98563 -6.84087 0.00000
-6.27958 -5.62482 -4.97391 0.00000
-4.48234 -5.72574 -4.81323 0.00000
-5.75538 -5.61152 -6.40666 0.00000
-5.92323 -6.35168 -5.97587 0.00000
-3.94636 -5.94940 -2.36762 0.00000
-4.50668 -4.81516 -5.85836 0.00000
-4.29969 -5.57564 -4.87799 0.00000
-2.43992 -5.09606 -3.85073 0.00000
-5.70318 -5.03499 -3.22920 0.00000
-5.62697 -3.18755 -4.29225 0.00000
-5.56247 -4.36759 -4.02745 0.00000
-4.37819 -6.57022 -5.72714 0.00000
-5.24752 -5.07443 -4.37933 0.00000
-4.82230 -6.33534 -4.61980 0.00000
-4.38941 -4.44021 -3.91922 0.00000
-4.16608 -4.54082 -5.07017 0.00000
-6.66096 -4.57038 -4.79231 0.00000
-4.72842 -6.27675 -6.08106 0.00000
-3.94685 -5.03956 -4.31850 0.00000
-4.97168 -4.97024 -4.06172 0.00000
-5.51604 -4.90388 -5.46228 0.00000
-5.43450 -5.30917 -4.77787 0.00000
-5.47875 -3.74424 -5.89461 0.00000
-5.18687 -5.43973 -3.55302 0.00000
-4.80345 -3.96816 -6.48556 0.00000
-4.73295 -4.11037 -4.91772 0.00000
-3.93452 -5.51729 -3.59065 0.00000
-2.70110 -5.36284 -5.44550 0.00000
-3.54662 -3.42043 -5.52286 0.00000
-5.42019 -5.28178 -6.34445 0.00000
-5.91865 -6.00414 -5.76780 0.00000
-5.03468 -4.76579 -3.44950 0.00000
-5.99835 -4.01568 -5.21399 0.00000
-5.04946 -4.32518 -6.12272 0.00000
-4.61759 -4.83355 -4.50755 0.00000
-4.71083 -2.54470 -5.63774 0.00000
-5.53100 -5.62314 -5.55548 0.00000
-5.63739 -3.81098 -3.57950 0.00000
-5.57075 -5.83236 -4.52858 0.00000
-5.55222 -4.36707 -4.79708 0.00000
-6.51574 -3.45249 -3.20412 0.00000
-5.61279 -5.38770 -4.71413 0.00000
-4.66554 -4.34146 -2.98980 0.00000
-5.17695 -5.79830 -6.37932 0.00000
-5.73093 -5.03313 -3.20544 0.00000
-5.51761 -4.77621 -5.01642 0.00000
-3.81161 -2.47307 -5.53087 0.00000
-5.48944 -3.95584 -4.31811 0.00000
-3.15329 -4.41607 -5.35929 0.00000
-4.40935 -3.89130 -4.17952 0.00000
-4.49273 -3.93333 -3.83070 0.00000
-3.61784 -4.35129 -5.16712 0.00000
-4.85329 -3.79349 -5.81694 0.00000
-4.63133 -5.39334 -4.97126 0.00000
-3.72155 -4.80890 -4.95356 0.00000
-6.35986 -4.25375 -4.35452 0.00000
-2.83675 -5.30778 -4.78085 0.00000
-4.75062 -3.42255 -5.09530 0.00000
-4.72098 -4.39210 -4.81339 0.00000
-5.44643 -4.80591 -3.92637 0.00000
-6.02652 -4.86703 -5.70012 0.00000
-3.80495 -6.52319 -5.55892 0.00000
-4.62279 -3.43448 -5.06575 0.00000
-5.55520 -3.11884 -6.44801 0.00000
-7.19881 -4.55999 -5.50205 0.00000
-6.02123 -4.29164 -4.75620 0.00000
-5.56408 -6.28030 -4.12754 0.00000
-4.34980 -5.09918 -3.15336 0.00000
-6.07008 -6.52553 -5.69191 0.00000
-5.04559 -4.75666 -5.24124 0.00000
-4.64794 -6.25154 -3.55624 0.00000
-5.08215 -3.88270 -4.65727 0.00000
-4.54325 -4.43023 -4.55229 0.00000
-4.35728 -3.67085 -4.80348 0.00000
-4.29100 -5.08974 -3.55988 0.00000
-5.67639 -3.19906 -5.04016 0.00000
-6.43078 -4.87190 -5.68105 0.00000
-4.15936 -5.65262 -5.44618 0.00000
-6.88954 -5.45231 -7.42388 0.00000
-6.58390 -4.23959 -4.21420 0.00000
-4.57454 -5.96698 -5.04771 0.00000
-5.00360 -6.15836 -3.49660 0.00000
-4.12264 -5.22096 -4.97311 0.00000
-4.79162 -7.04173 -5.24718 0.00000
-5.68198 -6.00162 -5.28110 0.00000
-3.20231 -4.35916 -5.57118 0.00000
-4.42742 -3.60064 -4.07537 0.00000
-4.94037 -5.64694 -4.30178 0.00000
-4.60651 -4.10481 -4.36483 0.00000
-3.95045 -5.53524 -3.68261 0.00000
-4.80240 -2.92474 -5.68919 0.00000
-3.26404 -4.80209 -5.65142 0.00000
-5.48389 -5.32035 -4.57583 0.00000
-4.47716 -5.57370 -5.02435 0.00000
-2.85773 -3.27246 -4.56368 0.00000
-4.96200 -4.87997 -4.38648 0.00000
-6.02279 -5.25738 -6.66858 0.00000
-4.60078 -4.35280 -5.48319 0.00000
-3.42601 -6.22577 -6.46437 0.00000
-4.77555 -3.95290 -3.31607 0.00000
-5.45888 -3.92132 -5.03851 0.00000
-5.17263 -4.11634 -4.34768 0.00000
-6.57639 -3.52346 -3.61991 0.00000
-5.62556 -4.60420 -4.50597 0.00000
-4.73933 -5.55031 -5.67162 0.00000
-5.02555 -3.82727 -4.45640 0.00000
-5.37061 -4.22830 -7.84854 0.00000
-3.85123 -6.73971 -5.36244 0.00000
-6.11967 -6.29468 -3.83917 0.00000
-5.46770 -4.65350 -5.04692 0.00000
-4.52296 -4.92318 -6.28299 0.00000
-4.00373 -5.49376 -6.55658 0.00000
-5.42812 -3.49924 -4.14978 0.00000
-5.34865 -5.34926 -5.32164 0.00000
-2.92325 -4.61806 -4.56996 0.00000
-3.96972 -4.76121 -5.25904 0.00000
-5.19635 -5.07160 -5.03722 0.00000
-4.27237 -4.94805 -4.26736 0.00000
-5.08072 -4.92136 -6.99820 0.00000
-4.08367 -4.65351 -4.00199 0.00000
-7.89626 -2.91163 -5.13959 0.00000
-3.89182 -6.03991 -4.38723 0.00000
-6.05342 -5.62377 -3.08597 0.00000
-5.19068 -4.78257 -4.12993 0.00000
-4.50432 -4.84958 -4.63504 0.00000
-2.59658 -5.05762 -4.79890 0.00000
-3.94935 -3.89447 -3.81297 0.00000
-4.36127 -6.14300 -3.36657 0.00000
-6.14635 -4.69736 -5.75428 0.00000
-5.06414 -4.67124 -4.67864 0.00000
-4.57808 -3.38629 -4.54647 0.00000
-5.24416 -4.03591 -3.81053 0.00000
-6.22761 -4.40260 -4.29883 0.00000
-5.29756 -3.62429 -5.15006 0.00000
-4.87442 -5.17307 -4.98442 0.00000
-6.09628 -6.44005 -3.40549 0.00000
-5.84696 -5.99139 -7.15339 0.00000
-5.63896 -6.32309 -3.35798 0.00000
-3.99018 -5.68815 -2.74756 0.00000
-4.01823 -5.32483 -7.49941 0.00000
-2.70906 -6.38957 -6.64540 0.00000
-3.97743 -2.56025 -3.61573 0.00000
-4.43609 -4.40525 -4.14658 0.00000
-4.24107 -4.71881 -4.89580 0.00000
-5.06259 -5.75396 -5.28068 0.00000
-6.69296 -5.09834 -5.98859 0.00000
-6.10359 -4.82011 -3.60800 0.00000
-4.08168 -6.57050 -5.98963 0.00000
-4.05923 -5.98249 -5.22463 0.00000
-4.44995 -5.96834 -4.89462 0.00000
-6.33403 -5.60137 -4.68022 0.00000
-6.59299 -4.55953 -5.01964 0.00000
-4.44751 -4.77609 -3.63586 0.00000
-4.87478 -5.42941 -4.87770 0.00000
-4.45670 -4.95114 -4.95941 0.00000
-5.70199 -5.66290 -6.40261 0.00000
-3.25042 -6.24386 -5.69291 0.00000
-5.71841 -4.10508 -5.29495 0.00000
-3.75226 -5.67349 -4.72101 0.00000
-5.83535 -2.85485 -6.18760 0.00000
-4.69018 -4.36622 -4.58620 0.00000
-5.18529 -5.12982 -4.95619 0.00000
-5.14700 -4.03612 -2.78948 0.00000
-5.55749 -6.36980 -5.08828 0.00000
-2.42029 -5.80367 -3.36088 0.00000
-3.32230 -5.55359 -4.43102 0.00000
-3.37160 -5.37913 -5.20358 0.00000
-5.58168 -6.01476 -5.64928 0.00000
-6.22394 -4.96592 -5.76997 0.00000
-4.76621 -6.55590 -4.66912 0.00000
-4.16647 -6.99374 -4.62594 0.00000
-3.77233 -6.20964 -3.32743 0.00000
-4.58098 -5.70501 -5.05577 0.00000
-4.44167 -4.92399 -4.46124 0.00000
-5.92067 -4.83064 -6.41371 0.00000
-5.11123 -5.90391 -5.73553 0.00000
-3.76391 -3.90869 -4.39086 0.00000
-6.09231 -5.31641 -3.78690 0.00000
-4.85828 -2.68067 -4.60668 0.00000
-4.80795 -5.30912 -4.86646 0.00000
-5.15247 -4.29189 -4.04330 0.00000
-5.78599 -6.33123 -6.83621 0.00000
-4.49201 -6.10337 -7.15289 0.00000
-4.61142 -2.50700 -5.00607 0.00000
-4.16151 -4.91817 -5.09889 0.00000
-4.08092 -5.29027 -4.73261 0.00000
-4.67830 -5.66809 -4.00796 0.00000
-5.17496 -5.75575 -4.46349 0.00000
-5.89847 -4.97182 -5.00912 0.00000
-3.91410 -4.52530 -5.02503 0.00000
-4.18223 -3.60979 -4.44219 0.00000
-4.98965 -6.31184 -6.06511 0.00000
-5.30522 -5.60951 -5.18697 0.00000
-4.94335 -4.47031 -5.07050 0.00000
-4.51350 -4.93553 -6.97547 0.00000
-5.93934 -5.14409 -6.20969 0.00000
-4.40007 -3.46925 -3.78124 0.00000
-5.21344 -3.50927 -4.85133 0.00000
-5.33709 -5.61340 -5.30247 0.00000
-5.38818 -4.82958 -4.83943 0.00000
-4.99695 -4.56306 -3.80935 0.00000
-4.05045 -6.48490 -7.55392 0.00000
-4.06568 -6.36688 -5.22477 0.00000
-6.17011 -6.80198 -4.45854 0.00000
-4.24084 -5.57651 -7.59104 0.00000
-5.54624 -4.60820 -6.47891 0.00000
-4.81664 -5.01531 -4.42071 0.00000
-4.88042 -5.97307 -3.80343 0.00000
-5.15853 -5.02730 -5.93327 0.00000
-5.44328 -5.88480 -5.17295 0.00000
-3.28829 -6.37190 -6.61356 0.00000
-3.52883 -5.20932 -5.66907 0.00000
-3.96010 -5.60562 -3.17399 0.00000
-4.32207 -5.48791 -2.84269 0.00000
-5.60571 -4.25790 -4.70071 0.00000
-3.69826 -3.43849 -4.96800 0.00000
-5.75342 -4.54003 -5.67772 0.00000
-2.98661 -4.86346 -5.36532 0.00000
-4.81532 -6.34713 -5.97161 0.00000
-3.79959 -5.65689 -6.04691 0.00000
-4.46335 -3.81430 -4.28105 0.00000
-4.00395 -5.75680 -6.42181 0.00000
-3.49867 -5.32268 -5.25083 0.00000
-3.67181 -4.44377 -4.54411 0.00000
-2.83500 -5.64352 -4.07216 0.00000
-4.94299 -4.73141 -3.47153 0.00000
-4.49216 -4.46170 -3.92749 0.00000
-5.36495 -5.83921 -6.04481 0.00000
-6.96636 -2.94379 -6.10321 0.00000
-5.22125 -5.27681 -4.69259 0.00000
-4.18426 -4.13953 -5.58308 0.00000
-5.16712 -4.71742 -5.24869 0.00000
-3.39265 -4.50903 -4.26512 0.00000
-4.33712 -3.82653 -4.81898 0.00000
-6.29683 -4.60031 -5.65136 0.00000
-5.52862 -4.41364 -3.76172 0.00000
-4.97873 -4.69117 -3.29779 0.00000
-4.75925 -2.39832 -4.43449 0.00000
-6.76076 -4.24666 -4.61884 0.00000
-3.71025 -4.32682 -5.13846 0.00000
-6.22430 -5.20902 -5.85052 0.00000
-5.58052 -4.41142 -3.33010 0.00000
-4.60533 -6.19588 -4.55540 0.00000
-3.80337 -5.60978 -5.13402 0.00000
-4.98531 -5.78490 -4.35172 0.00000
-5.12095 -4.58047 -5.88749 0.00000
-5.43746 -4.27762 -5.37283 0.00000
-3.27304 -5.39964 -4.77532 0.00000
-4.06741 -6.41837 -6.76081 0.00000
-6.52566 -3.73742 -5.55186 0.00000
-2.44180 -5.56425 -4.81545 0.00000
-3.45789 -2.99391 -2.93850 0.00000
-3.79163 -3.97594 -4.40747 0.00000
-4.22164 -5.55119 -5.81820 0.00000
-5.00337 -5.17018 -5.45323 0.00000
-4.30361 -4.04469 -4.91159 0.00000
-3.52247 -6.14169 -5.19366 0.00000
-5.71682 -6.86654 -5.08268 0.00000
-5.12175 -3.48655 -4.36919 0.00000
-6.02419 -3.14591 -3.77897 0.00000
-4.41790 -5.22648 -5.95944 0.00000
-5.37221 -3.91125 -3.11541 0.00000
-3.45676 -5.48885 -6.11962 0.00000
-4.85911 -6.76844 -4.67683 0.00000
-5.14760 -5.46604 -6.59470 0.00000
-4.48640 -5.53270 -6.16992 0.00000
-7.87226 -5.02751 -3.22775 0.00000
-3.33874 -5.45710 -5.60221 0.00000
-4.53123 -5.99839 -4.69821 0.00000
-4.23392 -3.77307 -5.10015 0.00000
-5.20367 -5.87798 -5.82688 0.00000
-5.22648 -4.63263 -4.08642 0.00000
-5.80318 -3.50731 -5.27112 0.00000
-5.02137 -5.74721 -7.42424 0.00000
-4.11595 -4.26316 -5.28133 0.00000
-4.93301 -4.48406 -6.56255 0.00000
-5.52905 -4.20574 -6.25429 0.00000
-4.70644 -6.35658 -4.53357 0.00000
-5.03564 -6.61513 -3.83526 0.00000
-5.73459 -5.81025 -4.79943 0.00000
-3.85136 -6.01582 -4.93832 0.00000
-4.57118 -4.30689 -4.82356 0.00000
-5.36703 -5.82759 -4.91386 0.00000
-6.07214 -7.92135 -4.56344 0.00000
-4.09607 -7.36293 -6.00973 0.00000
-4.38085 -2.94250 -4.97921 0.00000
-5.72800 -5.18290 -3.62512 0.00000
-5.64596 -5.79919 -5.48274 0.00000
-5.95333 -4.87733 -3.37532 0.00000
-4.67692 -5.25235 -5.29181 0.00000
-6.56319 -4.11689 -5.07784 0.00000
-5.18048 -1.80689 -4.70125 0.00000
-5.75179 -5.42636 -3.85155 0.00000
-4.88673 -6.43828 -4.08077 0.00000
-5.66814 -3.12670 -3.91995 0.00000
-5.44732 -3.71898 -4.93214 0.00000
-4.14723 -4.51527 -5.84636 0.00000
-5.64355 -3.97004 -5.33478 0.00000
-5.40365 -5.95512 -4.57640 0.00000
-2.93748 -6.06753 -4.97578 0.00000
-3.58778 -5.07964 -4.54763 0.00000
-6.06239 -4.57169 -5.18714 0.00000
-4.01427 -3.81261 -2.41044 0.00000
-4.42037 -4.67420 -4.80562 0.00000
-5.35317 -4.66152 -5.29540 0.00000
-4.83154 -3.68240 -6.00654 0.00000
-3.86012 -3.68288 -5.11807 0.00000
-7.12185 -5.60782 -3.70301 0.00000
-5.02287 -5.99930 -5.50477 0.00000
-4.15938 -4.45327 -5.23893 0.00000
-5.36682 -5.39176 -5.92241 0.00000
-3.38462 -5.32232 -3.78284 0.00000
-3.47868 -4.00169 -5.43162 0.00000
-4.59627 -5.02420 -5.90370 0.00000
-4.67564 -6.17904 -3.81232 0.00000
-5.46462 -4.79884 -4.71671 0.00000
-5.25890 -4.41331 -5.47490 0.00000
-4.12870 -6.34598 -4.87362 0.00000
-3.06107 -6.00033 -5.67774 0.00000
-4.48609 -4.82042 -4.64937 0.00000
-4.51081 -4.36528 -3.89030 0.00000
-4.59018 -5.24126 -4.32743 0.00000
-3.10012 -5.13263 -5.97453 0.00000
-3.89292 -5.12038 -7.17267 0.00000
-4.15258 -5.53533 -5.09053 0.00000
-4.66802 -4.80950 -4.29055 0.00000
-5.43549 -4.48689 -5.25955 0.00000
-4.26119 -4.38463 -5.93544 0.00000
-3.91402 -5.53596 -4.19194 0.00000
-4.63271 -3.16182 -5.22347 0.00000
-5.34932 -5.01942 -5.30318 0.00000
-4.20006 -6.61631 -6.05368 0.00000
-6.06780 -4.04969 -3.28939 0.00000
-5.10445 -5.16882 -4.92995 0.00000
-3.83812 -5.92735 -4.76163 0.00000
-4.02480 -4.49891 -4.81042 0.00000
-3.99895 -7.70323 -4.32212 0.00000
-5.65408 -6.83063 -4.48880 0.00000
-3.62634 -5.13745 -4.04713 0.00000
-3.38772 -3.68509 -3.36004 0.00000
-4.25787 -4.92457 -6.60197 0.00000
-5.24606 -5.84325 -2.82906 0.00000
-5.17589 -4.87680 -4.44851 0.00000
-4.95640 -3.30495 -5.62265 0.00000
-4.80539 -5.74247 -6.32002 0.00000
-5.61177 -5.03704 -5.42930 0.00000
-5.69242 -6.40632 -5.08311 0.00000
-6.50472 -4.23994 -4.91756 0.00000
-6.45755 -5.30921 -5.75216 0.00000
-4.68083 -3.65955 -6.87517 0.00000
-4.88497 -5.16013 -4.32866 0.00000
-4.78680 -5.75197 -5.31905 0.00000
-5.79603 -3.92399 -4.97869 0.00000
-3.09881 -5.06066 -5.70841 0.00000
-6.51371 -6.80314 -6.58414 0.00000
-4.73287 -4.49127 -6.58119 0.00000
-4.10496 -5.48306 -4.85321 0.00000
-3.38778 -4.10316 -5.26853 0.00000
-5.89119 -7.15182 -5.71915 0.00000
-5.21113 -5.98718 -5.13126 0.00000
