X	Y	Z	Label (0/1=circle, -1=extra)
1.004734	0.198987	-0.090318	0.000000
0.819626	0.567549	1.102914	0.000000
0.739610	0.596681	-0.043817	0.000000
-0.758898	0.653040	1.104321	0.000000
0.650762	-0.843965	-0.544026	0.000000
-0.246304	0.883846	0.290057	0.000000
0.443425	0.325352	-0.513778	1.000000
0.615514	0.131665	0.317788	1.000000
-0.545165	-0.037927	0.330228	1.000000
-0.213150	0.352826	-0.276510	1.000000
-0.092053	0.468148	-0.345648	1.000000
-0.139461	-0.434857	-0.074909	1.000000
-0.622169	-0.825565	0.046094	0.000000
0.170264	0.459142	-0.437015	1.000000
-0.919769	-0.430257	0.065259	0.000000
-0.415797	0.890653	-0.763029	0.000000
-0.100425	0.983996	0.478856	0.000000
0.425354	-0.248620	0.027528	1.000000
-0.509037	-0.055671	0.087711	1.000000
-0.217324	-0.430927	0.844724	1.000000
0.397137	0.904552	-0.136656	0.000000
0.780982	0.385449	0.080866	0.000000
-0.978331	-0.193489	0.614948	0.000000
0.341149	0.934671	-0.493428	0.000000
0.413892	-0.316485	-0.381650	1.000000
0.286739	0.458232	-0.880273	1.000000
-0.319483	0.390975	-0.077380	1.000000
0.535867	0.769101	0.475202	0.000000
1.002934	0.178970	0.078214	0.000000
-0.735717	-0.625696	0.062367	0.000000
-0.510431	-0.917389	-0.958923	0.000000
0.558228	-0.690944	0.268448	0.000000
0.071167	-0.561758	-0.949795	1.000000
0.302901	0.889000	-0.634820	0.000000
0.802135	0.631170	-0.173797	0.000000
-0.652844	0.718246	-0.464614	0.000000
-0.999977	-0.195027	0.434222	0.000000
0.095456	-0.366295	0.194382	1.000000
-0.942937	-0.176020	-0.187227	0.000000
-0.977827	-0.317970	0.075101	0.000000
-0.943233	0.343746	0.448281	0.000000
-0.204561	-0.460241	0.374687	1.000000
-0.343761	0.912330	0.086952	0.000000
0.854014	-0.478508	0.337466	0.000000
-0.484754	0.113444	-0.123487	1.000000
0.549143	-0.759705	-0.647255	0.000000
0.564200	-0.904806	0.755184	0.000000
0.871443	0.468947	-0.176587	0.000000
1.052156	-0.300771	0.963697	0.000000
-0.982851	-0.277920	0.225964	0.000000
-0.954692	0.469285	-0.240717	0.000000
0.438300	-0.264806	-0.234248	1.000000
0.854087	0.451200	0.146471	0.000000
0.794408	-0.568082	0.119884	0.000000
0.331676	-0.252042	0.137900	1.000000
0.715837	-0.708157	0.028603	0.000000
0.461525	-0.253663	0.286786	1.000000
0.387956	0.405086	-0.111349	1.000000
0.065477	0.491211	-0.290547	1.000000
-0.220201	-0.464252	-0.783683	1.000000
-0.010838	0.451613	-0.090835	1.000000
0.248814	-0.926533	0.392157	0.000000
-0.992856	-0.245298	-0.563649	0.000000
-0.476292	-0.272640	0.135539	1.000000
-0.334682	-0.372504	-0.386879	1.000000
-0.001289	-0.445912	0.114149	1.000000
-0.473496	0.270376	-0.188115	1.000000
-0.815806	0.603807	0.216633	0.000000
0.943623	0.451879	0.156319	0.000000
-0.517665	0.082911	0.479682	1.000000
-0.539763	-0.083236	0.410029	1.000000
0.483107	-0.169608	0.407181	1.000000
-0.507114	-0.179381	-0.363686	1.000000
0.136143	-0.503613	-0.499769	1.000000
-0.191790	0.480595	-0.051821	1.000000
0.162064	0.412691	0.019157	1.000000
-0.452876	0.287603	-0.418275	1.000000
0.263220	0.488076	0.327662	1.000000
0.596860	0.046020	0.483041	1.000000
-0.910692	-0.306900	-0.330344	0.000000
-0.467632	-0.190372	-0.300323	1.000000
0.256937	-0.392783	-0.203065	1.000000
0.512690	-0.000445	0.131940	1.000000
-0.047491	-1.082421	-0.243686	0.000000
0.929535	0.018315	0.604092	0.000000
0.333109	0.449944	-0.060533	1.000000
0.344620	0.448300	0.095521	1.000000
-0.524378	0.108186	-0.756800	1.000000
0.909203	0.340490	-0.015917	0.000000
0.493974	-0.856097	0.243627	0.000000
-0.023998	0.480915	-0.353999	1.000000
-0.524646	0.876483	0.301041	0.000000
-0.891425	0.367395	0.581633	0.000000
0.966919	0.307461	-0.871543	0.000000
-0.478627	0.180816	0.314814	1.000000
-0.911575	0.494460	-0.520221	0.000000
-0.736302	-0.669573	-0.411930	0.000000
0.204678	0.502449	-0.148966	1.000000
0.374347	-0.864587	-0.204409	0.000000
-0.301338	0.425781	0.232711	1.000000
-0.173025	-0.895966	0.794785	0.000000
0.498897	0.261937	0.534313	1.000000
0.170030	0.467408	-0.254772	1.000000
0.316749	0.943052	-1.219425	0.000000
-0.203157	0.448240	-0.551030	1.000000
-0.282373	-0.355266	-0.235754	1.000000
-0.388355	0.281592	-0.387606	1.000000
0.808122	0.680231	-0.142147	0.000000
-0.286766	-0.968687	-0.962207	0.000000
0.358079	-0.313307	0.181462	1.000000
0.324701	0.372013	0.360354	1.000000
0.125006	-1.005043	-0.574884	0.000000
0.940364	0.245135	-0.862133	0.000000
0.392647	0.360418	0.378450	1.000000
-0.439588	0.206498	0.119037	1.000000
-0.496829	0.122387	0.089874	1.000000
-0.588142	0.110341	0.010653	1.000000
0.250898	1.010811	0.613614	0.000000
-0.022860	-1.052763	0.354533	0.000000
-0.111081	0.894889	-0.024888	0.000000
-0.430336	-0.043850	0.897632	1.000000
-0.363800	-0.288596	0.566800	1.000000
0.312124	-0.492526	-0.034897	1.000000
0.311926	-0.945301	0.039556	0.000000
-1.024164	0.357722	0.954532	0.000000
-0.589906	0.858546	-0.079866	0.000000
0.417510	0.345078	-0.300786	1.000000
-0.407267	-0.059309	0.004214	1.000000
0.074947	-0.538190	0.055592	1.000000
-0.508389	-0.156220	0.548989	1.000000
-0.421168	0.963154	0.175829	0.000000
0.375390	0.377402	1.050596	1.000000
-0.024949	-0.441680	0.336534	1.000000
-0.244898	0.507463	0.378220	1.000000
0.790799	-0.697397	0.601968	0.000000
0.899141	-0.387800	0.253488	0.000000
-0.280323	0.498702	1.093137	1.000000
-0.468532	-0.325070	-0.554767	1.000000
-0.612409	0.714903	0.349141	0.000000
0.025796	0.522636	0.658813	1.000000
-0.808736	0.611880	0.314610	0.000000
-0.466205	0.111710	0.746824	1.000000
0.911269	-0.033780	-0.246653	0.000000
-0.262703	-0.445782	0.547855	1.000000
0.898809	-0.299602	-0.209868	0.000000
0.461056	-0.177438	-0.170263	1.000000
0.961597	0.140966	0.116357	0.000000
-0.495255	-0.014081	0.274665	1.000000
-0.821514	0.555169	-0.016874	0.000000
-0.510836	-0.830940	-1.139315	0.000000
-0.327623	1.017755	-0.114174	0.000000
0.289454	-0.539191	0.351951	1.000000
-0.215603	0.517467	0.046427	1.000000
-0.689251	-0.754389	-1.275780	0.000000
-0.019626	0.566856	-0.159311	1.000000
0.444587	0.192570	-0.531270	1.000000
0.449252	0.247028	-1.100769	1.000000
0.693567	0.789949	0.174760	0.000000
0.870690	-0.505833	-0.107330	0.000000
0.008771	0.968347	0.476618	0.000000
-0.513929	-0.048036	-0.084825	1.000000
-1.028404	-0.050876	0.168601	0.000000
0.128365	-0.463926	0.108188	1.000000
0.817429	0.582912	0.564585	0.000000
-0.161095	0.418049	0.247189	1.000000
-0.124995	0.461799	-0.125920	1.000000
-0.214699	1.020746	0.543313	0.000000
0.395467	0.277567	-0.776376	1.000000
0.427874	-0.220174	-0.417547	1.000000
-0.661375	0.665676	-0.044819	0.000000
-0.074661	1.014191	0.219576	0.000000
-0.273292	-0.370395	-0.532788	1.000000
-0.271736	-0.443341	0.490966	1.000000
-1.083687	-0.164471	-1.048195	0.000000
-0.096534	-1.160867	-0.221245	0.000000
0.658845	-0.774220	-0.192575	0.000000
-0.982802	-0.458054	0.162165	0.000000
-0.201823	-1.023678	0.439018	0.000000
0.327970	-0.409233	-0.169109	1.000000
0.428789	-0.319625	-0.500686	1.000000
-0.425581	-0.448388	0.386546	1.000000
-0.505150	-0.782941	0.090424	0.000000
-0.791343	-0.570478	-1.552428	0.000000
0.747759	-0.492314	0.033136	0.000000
-0.606689	0.809495	-0.429346	0.000000
-0.431035	0.200137	-0.748981	1.000000
0.365214	-0.926542	-0.220247	0.000000
0.458260	0.901070	0.164386	0.000000
-0.071213	0.986547	0.643678	0.000000
-0.657173	-0.839345	0.225840	0.000000
0.764445	-0.604607	0.910423	0.000000
0.742381	-0.654492	0.475128	0.000000
0.162174	-0.501084	0.733416	1.000000
-0.845486	-0.615711	0.404128	0.000000
-0.335935	-0.958894	-1.013658	0.000000
1.023691	-0.022071	0.042597	0.000000
0.528459	0.079362	0.304095	1.000000
0.166470	0.454467	0.564347	1.000000
0.952255	0.334022	-0.166507	0.000000
-0.100079	0.919367	0.452616	0.000000
-0.948106	-0.044324	0.404802	0.000000
0.447714	-0.134631	-0.285019	1.000000
0.987971	0.029554	1.215699	0.000000
-0.102948	-1.015914	0.060993	0.000000
-0.142104	0.476713	0.244434	1.000000
-0.854483	-0.609246	0.047660	0.000000
0.451230	0.296248	0.530940	1.000000
-0.490689	0.126288	-0.249617	1.000000
-1.003961	-0.451724	-0.015941	0.000000
0.215381	-0.305950	-0.036042	1.000000
0.298248	-0.429450	0.725930	1.000000
-0.224017	1.020537	0.082506	0.000000
-0.943578	0.093819	-0.008470	0.000000
-0.582464	-0.847173	0.595110	0.000000
-0.494465	-0.200192	0.485435	1.000000
-1.002898	0.079438	-0.196978	0.000000
-0.199389	0.540564	-0.395539	1.000000
0.195374	-0.897506	0.333587	0.000000
0.206421	0.986520	-0.097128	0.000000
0.329178	0.892809	-0.251250	0.000000
0.136079	0.483994	0.188895	1.000000
0.862328	-0.406089	-0.292005	0.000000
0.776082	-0.726926	0.067818	0.000000
0.176879	0.444601	0.277435	1.000000
-0.030828	1.018005	-0.392399	0.000000
1.009982	-0.367216	0.325899	0.000000
0.885864	-0.646363	0.035797	0.000000
-0.103852	-0.408445	0.423837	1.000000
-1.010088	0.240996	0.607499	0.000000
0.906900	0.395548	-0.031218	0.000000
0.339444	0.927954	-0.222491	0.000000
-0.109039	0.523507	0.396478	1.000000
-0.826653	-0.402378	-0.002387	0.000000
0.349812	0.503759	-0.692111	1.000000
0.167568	-0.501458	-0.166026	1.000000
0.271028	-0.255368	-0.188659	1.000000
0.329134	0.315275	0.585643	1.000000
0.683025	0.610208	0.133778	0.000000
0.030906	-0.946993	-1.074496	0.000000
0.046427	0.506426	-0.029039	1.000000
-0.537804	0.118011	-1.549161	1.000000
0.835104	-0.426469	-0.422588	0.000000
0.437501	-0.131871	0.065065	1.000000
-0.611101	-0.882041	-0.109869	0.000000
-0.797723	0.594560	-0.543526	0.000000
-0.120759	-1.024665	-0.253460	0.000000
0.403535	0.155976	-0.015940	1.000000
0.384454	-0.236714	-0.675533	1.000000
-0.521760	0.226952	0.375599	1.000000
0.409154	-0.177656	0.263073	1.000000
-0.500151	-0.283647	-0.248201	1.000000
0.540506	-0.818777	0.876616	0.000000
0.087526	0.459109	-0.022763	1.000000
0.467872	0.870834	0.302879	0.000000
-0.818180	0.617119	-0.207678	0.000000
1.015844	-0.272158	1.199166	0.000000
0.294858	0.865415	-0.002717	0.000000
-0.254392	-0.472446	-0.078356	1.000000
-0.097541	-0.551280	-0.525190	1.000000
-0.421385	-0.169849	0.163979	1.000000
0.454258	0.819561	0.539058	0.000000
-0.317242	-0.445105	-0.262132	1.000000
-0.959985	0.139219	-0.445811	0.000000
0.288595	0.837796	0.751060	0.000000
-0.543673	0.865632	0.800529	0.000000
-0.409104	0.858886	0.130096	0.000000
0.212408	1.032000	-0.415019	0.000000
-0.503856	-0.091622	0.248563	1.000000
-0.929553	0.050787	-0.831726	0.000000
-0.100998	-0.492137	-0.098236	1.000000
-0.413158	-0.401048	0.932451	1.000000
-1.037402	-0.168364	0.712707	0.000000
0.852636	-0.620578	0.105461	0.000000
-0.354218	0.317930	-0.088830	1.000000
-0.482456	0.123208	0.339962	1.000000
0.390460	-0.301490	-0.251894	1.000000
0.076915	0.531895	0.302494	1.000000
0.430229	-0.906554	-0.233124	0.000000
0.806819	-0.701186	-0.150109	0.000000
0.119796	0.519411	-0.345190	1.000000
-0.533106	-0.274588	0.016761	1.000000
-1.020717	-0.100432	0.308007	0.000000
0.742193	0.690289	0.431637	0.000000
0.522936	-0.170058	-0.225607	1.000000
0.756338	0.573096	0.467522	0.000000
-0.180868	0.426604	0.833827	1.000000
0.575215	0.853729	1.167173	0.000000
-0.986959	0.146464	0.078293	0.000000
0.238675	-0.950045	-1.336215	0.000000
0.544288	0.835466	-0.547621	0.000000
0.994663	0.178712	-0.202710	0.000000
-0.508812	0.029214	0.551092	1.000000
0.795563	-0.610365	0.294596	0.000000
-0.072765	0.963762	0.330474	0.000000
0.115087	0.450689	0.468486	1.000000
1.143903	0.019655	0.027858	0.000000
0.437887	0.925238	0.360749	0.000000
-0.166727	1.033547	-0.196119	0.000000
0.117336	-0.507980	0.215929	1.000000
-0.478783	-0.274794	-0.265241	1.000000
-0.440428	0.261312	0.692865	1.000000
-0.785859	-0.673346	0.189217	0.000000
0.327397	-0.886325	0.423866	0.000000
0.828976	-0.658987	-0.001336	0.000000
-0.336961	-0.391888	-0.154170	1.000000
-0.073208	0.555347	-0.264776	1.000000
0.732930	0.646204	-0.929032	0.000000
-0.852750	0.525202	-0.229568	0.000000
0.046592	-0.523592	-0.125316	1.000000
-0.441222	0.008531	-0.010211	1.000000
-0.008254	-0.585539	0.295867	1.000000
0.488389	-0.085453	0.102670	1.000000
0.828180	-0.619149	0.406607	0.000000
-0.960703	-0.171476	0.032273	0.000000
-0.750599	-0.724105	0.137526	0.000000
0.331500	-0.438220	-0.176610	1.000000
0.648677	0.651415	-1.209253	0.000000
-1.009990	-0.009011	-0.000603	0.000000
0.972903	-0.099243	0.067550	0.000000
-0.630867	-0.661585	-0.099454	0.000000
0.296899	-0.387129	0.088557	1.000000
0.020751	0.416163	-0.420353	1.000000
0.966516	0.154293	-0.086240	0.000000
-0.580327	0.829946	-0.825002	0.000000
0.391307	0.247618	0.819612	1.000000
-0.581013	-0.851185	0.649037	0.000000
-0.666789	-0.914181	-0.084184	0.000000
-0.476568	-0.081881	-0.808784	1.000000
-0.097493	0.455910	-1.197526	1.000000
-0.882181	0.471962	-0.596537	0.000000
-0.424774	-0.329047	-0.405033	1.000000
-0.335009	0.958058	-0.011315	0.000000
0.525622	0.107018	-0.413604	1.000000
-0.421748	0.051267	-0.967155	1.000000
0.636184	-0.818212	0.372408	0.000000
0.003933	-1.047259	-0.926906	0.000000
-0.541330	0.898097	-0.561475	0.000000
0.590692	0.861508	0.297586	0.000000
0.316470	0.428024	-0.002103	1.000000
-1.028477	0.225755	-0.882080	0.000000
-0.141766	0.547189	-0.073563	1.000000
0.472100	0.149581	-0.235139	1.000000
-0.924659	-0.201050	0.871837	0.000000
0.552971	0.816504	0.271418	0.000000
-0.161017	-0.499367	-0.405383	1.000000
1.002106	0.199275	-0.916993	0.000000
0.495277	-0.047328	-1.583728	1.000000
-0.302424	0.416783	-0.002055	1.000000
0.366600	0.358735	0.123633	1.000000
0.521320	0.173084	-0.695213	1.000000
0.333933	0.348823	0.596336	1.000000
0.981063	-0.409115	0.269263	0.000000
-0.953807	0.002181	0.479384	0.000000
0.617634	-0.731080	1.065766	0.000000
0.478238	0.000975	0.429405	1.000000
0.122244	1.003367	-0.225516	0.000000
-0.879393	-0.452107	-0.133323	0.000000
0.505755	-0.060847	0.581290	1.000000
0.202230	0.911780	-0.420517	0.000000
-0.283879	0.870887	-0.897502	0.000000
0.057122	-0.413487	-0.721479	1.000000
-0.030345	-0.951715	-0.113000	0.000000
0.379813	0.321264	0.930712	1.000000
0.383400	-0.852051	0.269557	0.000000
0.255828	0.362272	0.336568	1.000000
0.783042	-0.558640	0.403179	0.000000
-0.498823	-0.336724	0.127317	1.000000
0.886575	0.418272	0.072375	0.000000
0.278899	0.478242	-0.504208	1.000000
-0.487990	0.108305	0.804913	1.000000
1.032632	0.200227	0.140200	0.000000
0.600962	0.013170	-0.172958	1.000000
-0.419501	-0.897216	0.049059	0.000000
-0.541216	-0.807076	0.032852	0.000000
-0.577843	-0.761622	-0.151294	0.000000
0.868393	-0.401992	0.505962	0.000000
0.347269	-0.435267	-0.432731	1.000000
0.818565	0.499627	0.239201	0.000000
1.017886	0.284619	-0.159225	0.000000
0.483042	0.229421	0.245911	1.000000
-0.299365	0.463892	0.119104	1.000000
0.028581	-0.380788	0.003976	1.000000
-0.854019	-0.367503	-0.100707	0.000000
0.423945	-0.285685	-0.111300	1.000000
-0.916782	-0.229461	0.191214	0.000000
0.700103	-0.720498	0.652372	0.000000
0.248868	0.457273	0.061827	1.000000
-0.477029	0.166473	1.131785	1.000000
-0.425897	0.902422	0.052380	0.000000
-0.942829	0.000796	-0.342751	0.000000
-0.590203	0.881191	-0.645762	0.000000
-0.896817	-0.559740	0.396251	0.000000
-0.227287	0.454216	-0.120316	1.000000
0.530590	0.079236	-0.351077	1.000000
-0.414121	0.339257	0.631262	1.000000
0.489778	0.267424	-0.216510	1.000000
0.313203	-0.453717	-0.244574	1.000000
0.329739	-0.254607	0.262125	1.000000
0.216902	-0.335348	-0.305416	1.000000
0.177702	0.393954	0.584030	1.000000
0.460550	0.172541	-0.797604	1.000000
0.182696	1.022473	0.391337	0.000000
0.347751	0.309744	0.496165	1.000000
0.225906	0.380986	-0.457978	1.000000
0.360273	0.285978	0.742340	1.000000
0.426804	0.280208	-0.165985	1.000000
-0.366468	-0.984607	0.038401	0.000000
-0.273139	1.022631	0.869453	0.000000
0.860977	0.475220	-0.276790	0.000000
-0.197027	-0.383272	0.376394	1.000000
-0.450664	-0.326239	-0.248662	1.000000
-0.681598	-0.761967	-0.257227	0.000000
-0.246271	0.454535	-0.535701	1.000000
-0.385168	-0.343161	-0.201528	1.000000
0.380874	-0.343789	-1.111357	1.000000
1.128065	0.111095	0.968841	0.000000
0.122180	0.481434	-0.743171	1.000000
0.863495	0.404171	0.281789	0.000000
-0.109903	0.975944	-1.426140	0.000000
0.628311	0.733204	0.236416	0.000000
-0.950780	-0.399941	0.104060	0.000000
-0.671823	0.707282	0.133036	0.000000
0.234900	0.403743	-0.160837	1.000000
0.030548	0.959673	0.995043	0.000000
-0.407518	-0.183415	0.137182	1.000000
0.225020	1.044995	0.112238	0.000000
0.631932	0.696085	-0.131686	0.000000
-0.632376	-0.791465	0.247461	0.000000
-0.446090	0.210020	0.548099	1.000000
-0.549683	0.162711	-0.137887	1.000000
-0.518110	0.081170	0.205390	1.000000
0.885926	0.365673	0.108423	0.000000
0.141903	-0.528788	0.727448	1.000000
-0.914954	-0.453627	0.157037	0.000000
0.950826	0.105042	0.161467	0.000000
-1.080273	-0.237376	0.356176	0.000000
-0.209176	0.985429	0.300104	0.000000
-0.642686	-0.620583	0.053712	0.000000
0.375703	-0.885984	0.302793	0.000000
-0.634356	-0.035245	1.008786	1.000000
0.430283	-0.035178	-1.185904	1.000000
0.191031	-0.986066	-0.273962	0.000000
-0.770544	0.617588	0.451960	0.000000
0.987642	0.188844	-0.622954	0.000000
-0.897815	0.371488	0.041526	0.000000
0.885406	-0.273466	-0.282787	0.000000
0.972948	0.273172	0.239776	0.000000
0.294675	0.931958	0.393241	0.000000
-0.098382	-0.448300	0.189744	1.000000
-0.294832	-0.461999	-0.631680	1.000000
-0.564719	0.073302	-0.065949	1.000000
-0.861959	0.310947	-0.026612	0.000000
0.446773	0.262699	-0.278544	1.000000
0.716493	-0.703354	0.399594	0.000000
0.697789	0.632067	-0.286579	0.000000
-0.115661	-0.451957	0.349397	1.000000
-0.000835	0.509327	-0.241244	1.000000
-0.473990	0.309209	0.085301	1.000000
0.536051	-0.147462	-0.018705	1.000000
0.307692	0.444130	0.225675	1.000000
-0.961498	0.242306	-0.142611	0.000000
-0.476225	0.232583	-0.133075	1.000000
0.795919	0.718477	0.500725	0.000000
-0.490770	0.045715	0.561973	1.000000
-0.499841	0.229475	-0.612270	1.000000
0.221492	0.870397	0.235263	0.000000
-0.547359	0.142707	-0.295264	1.000000
0.486565	0.148619	0.090338	1.000000
0.414512	-0.191627	-0.487465	1.000000
0.240362	-0.896847	0.090489	0.000000
0.291388	0.443417	0.541320	1.000000
-0.714926	-0.627617	-0.100642	0.000000
0.182247	-0.417525	-0.622192	1.000000
-0.193728	-0.483946	-0.381696	1.000000
-0.270760	0.422423	-0.003859	1.000000
-0.446153	0.083811	0.258305	1.000000
-0.430672	-0.290503	0.600208	1.000000
-0.416847	0.093344	1.237230	1.000000
0.046621	0.969175	-0.887933	0.000000
-0.178790	0.384865	0.514226	1.000000
0.948784	-0.492668	-1.282105	0.000000
-0.427192	-0.200429	0.465542	1.000000
0.138752	0.967925	-0.611173	0.000000
0.989563	-0.194403	0.603031	0.000000
-0.865447	-0.355372	-0.199576	0.000000
0.111959	-0.558749	0.216268	1.000000
0.563686	-0.139286	-0.969492	1.000000
0.471664	-0.237289	-0.381305	1.000000
-0.163342	0.466269	-0.931021	1.000000
-0.037859	-0.558515	-0.869544	1.000000
-0.274384	0.475379	-0.117971	1.000000
-0.182407	0.551680	-0.161525	1.000000
0.603574	-0.815604	0.236276	0.000000
-1.006971	0.119271	-0.202630	0.000000
0.505579	-0.032528	-0.897856	1.000000
-0.486841	-0.167657	0.291403	1.000000
0.002771	-0.956785	-0.325271	0.000000
0.433725	0.109029	-0.044932	1.000000
-0.516270	-0.170282	-0.080225	1.000000
0.470653	-0.185555	0.553027	1.000000
-0.560554	-0.026438	-0.322625	1.000000
-0.494650	-0.141282	-0.643004	1.000000
0.981957	-0.285559	-0.255731	0.000000
0.997724	0.154239	0.877481	0.000000
0.489407	-0.128538	-0.411249	1.000000
-0.895273	0.311773	-0.158843	0.000000
-0.332720	-0.333838	-0.176266	1.000000
-0.168217	0.470982	-0.076989	1.000000
-0.425718	-0.153682	-0.097556	1.000000
-0.918324	0.318392	-0.114019	0.000000
0.237841	-0.498123	0.242090	1.000000
-1.041238	0.038435	-0.062171	0.000000
-0.458689	-0.147745	-0.276617	1.000000
-0.953095	-0.341850	-0.530812	0.000000
0.119361	0.421283	-0.840957	1.000000
0.157893	-0.519623	0.464656	1.000000
0.569075	-0.893736	0.072313	0.000000
-0.522687	0.880910	-0.067584	0.000000
0.457745	-0.310589	-0.323559	1.000000
-0.480078	0.021862	-0.316981	1.000000
-1.036257	-0.322753	-0.426105	0.000000
0.896407	-0.471752	-1.036492	0.000000
0.332679	-0.495887	-0.228801	1.000000
0.352295	-0.288439	-0.428329	1.000000
-0.875723	0.391235	-0.041792	0.000000
0.116835	0.445881	0.060388	1.000000
0.584920	-0.893265	-0.577053	0.000000
-0.908338	0.420304	-0.848811	0.000000
-0.034546	-1.032211	-0.159079	0.000000
-0.606546	0.781433	0.060406	0.000000
-0.167001	-0.517102	0.487512	1.000000
-0.917044	0.211674	0.407091	0.000000
0.276764	-0.397536	0.270052	1.000000
0.269451	-0.442933	0.158012	1.000000
-0.457718	0.021626	0.271217	1.000000
-0.053118	0.998362	1.351860	0.000000
0.327535	0.288694	0.280962	1.000000
-0.148898	-0.560077	-1.213289	1.000000
0.458815	-0.023197	-0.627235	1.000000
0.923201	0.592543	-0.663263	0.000000
0.262713	-0.524666	0.832123	1.000000
-0.504158	-0.863450	-0.775827	0.000000
0.518160	0.845889	-0.085810	0.000000
-0.076177	-0.471312	-0.154293	1.000000
0.688385	-0.830522	0.574701	0.000000
-0.874276	-0.437450	0.062641	0.000000
-0.271662	0.846335	0.076566	0.000000
0.976604	0.129308	-0.253298	0.000000
-0.999647	0.141454	0.223157	0.000000
-0.347102	-0.911485	0.180495	0.000000
-0.118538	0.494920	0.651606	1.000000
0.104078	1.016306	0.729573	0.000000
-0.152943	0.461588	-0.418109	1.000000
-0.005065	-0.580565	0.248499	1.000000
0.442633	-0.323981	0.011587	1.000000
-0.741859	-0.519636	-0.643146	0.000000
-0.915582	-0.461669	0.004849	0.000000
0.214461	-1.008084	0.348244	0.000000
0.496881	0.777981	0.430261	0.000000
-0.978104	-0.256437	0.579035	0.000000
0.029229	0.933822	0.284276	0.000000
0.836170	0.656586	-0.415200	0.000000
-0.254781	0.417938	0.030088	1.000000
0.497809	-0.892447	0.377025	0.000000
-0.538609	0.875370	0.764683	0.000000
-0.972584	0.389838	0.065072	0.000000
-0.002252	-0.397228	-0.115246	1.000000
0.414997	-0.366992	0.417781	1.000000
-0.488244	0.096949	-0.172270	1.000000
-0.342357	0.328280	0.152642	1.000000
0.030958	0.467633	0.613237	1.000000
0.389651	0.318537	-0.560785	1.000000
0.769760	-0.508592	-0.685724	0.000000
-0.187547	-0.366006	0.124617	1.000000
-0.517134	0.111949	0.410976	1.000000
0.217347	0.462760	0.294106	1.000000
-0.180027	-0.485403	0.076969	1.000000
-0.436687	0.956132	0.005352	0.000000
